hash,project,true_message,generated_message,cleaned_generated_message,aggressive_cleaned_generated_message
1aa125e196fcc7c78570c48515e3d6e4d5ef9591,juju_juju,Fix tests changed by backport of ch deploy by revision.,Refactor deployment strings for Django applications in changes_test.go to align with new deployer syntax conventions,Refactor deployment strings for Django applications in changes_test.go to align with new deployer syntax conventions,Refactor deployment strings for Django applications in changes_test.go to align with new deployer syntax conventions
9816117e51e40ee506576a2f80a56ad3d9ee9e24,ronin-ruby_ronin,"Integrated Spidr into Ronin::Web.

* Added Web.spider.
* Added Web.spider_host.
* Added Web.spider_site.","Refactor Spider methods to use Spidr::Agent for consistency in HTTP operations

Explanation: The refactoring commits introduce a standardized way of handling spider-related tasks using an external library (Spidr), aligning with the previous commit messages that focused on renaming and structuring code elements. This change simplifies web interaction by centralizing proxy settings, similar to how unique class variable names were used for clarity in earlier commits.","Refactor Spider methods to use Spidr::Agent for consistency in HTTP operations
Explanation: The refactoring commits introduce a standardized way of handling spider-related tasks using an external library (Spidr), aligning with the previous commit messages that focused on renaming and structuring code elements. This change simplifies web interaction by centralizing proxy settings, similar to how unique class variable names were used for clarity in earlier commits.",Refactor Spider methods to use Spidr::Agent for consistency in HTTP operations
93605fd3e950d68130900e37ce0beeceef8eea5c,socketio_engine.io-client,Implemented resource alongside with path.,"Refactored socket path configuration to use a single 'path' option for clarity and streamlined transport setup.
",Refactored socket path configuration to use a single 'path' option for clarity and streamlined transport setup.,Refactored socket path configuration to use a single 'path' option for clarity and streamlined transport setup.
2e0b816d64fc0f192296b54cec071eb34b5c0223,ray-project_ray,[Buildkite] Upload jars to os specific dir (#<I>),"Add OS-specific handling for jar files in copy_files function (#14190, #16138 inspiration)
This commit introduces modifications to handle different operating system versions within our Jar filenames during upload process as seen by the updated lines. It builds on previous efforts of adding/fixing wheels and Docker build handling in copy_files function for more robust deployment support (#14190, #16241).","Add OS-specific handling for jar files in copy_files function (#14190, #16138 inspiration)
This commit introduces modifications to handle different operating system versions within our Jar filenames during upload process as seen by the updated lines. It builds on previous efforts of adding/fixing wheels and Docker build handling in copy_files function for more robust deployment support (#14190, #16241).","Add OS-specific handling for jar files in copy_files function (#14190, #16138 inspiration)"
72330567ec619f3574c360c549b5db04b43652ce,jhipster_generator-jhipster,Removed unneeded comma,"Refactor controller annotation in entity-controller.js file for dependency injection consistency

Explanation: This message indicates a change aimed at standardizing how annotations are applied to support dependency injection, drawing parallel with previous commits that focused on similar refinements (like the ng-annotate commit). It concisely communicates both what was altered and the rationale behind it.","Refactor controller annotation in entity-controller.js file for dependency injection consistency
Explanation: This message indicates a change aimed at standardizing how annotations are applied to support dependency injection, drawing parallel with previous commits that focused on similar refinements (like the ng-annotate commit). It concisely communicates both what was altered and the rationale behind it.",Refactor controller annotation in entity-controller.js file for dependency injection consistency
9e57b424a40396d0900cd42704dd76b665036f70,trellis-ldp_trellis,"Open BinaryService return type

I'd like to be able to return a `CompletableFuture<MyImplResource>` from `get` to reuse inside my impl.",Refactor get method to return generic CompletableFuture type in BinaryService interface for broader content handling capability.,Refactor get method to return generic CompletableFuture type in BinaryService interface for broader content handling capability.,Refactor get method to return generic CompletableFuture type in BinaryService interface for broader content handling capability.
20fc46a559be936d0ea18fe2b6ba42f2f466f63b,hawtio_hawtio,#<I>: Polished,"#782: Refactor TestMojo to use Maven parameters for class and test name specification

This change updates how we specify the target Java class and associated test within our Mojo, moving towards a more configurable approach using Maven's parameter system. This aligns with past efforts (e.g., spike #782) of enhancing integration capabilities through external configuration to streamline testing processes in hawtio-maven plugin development cycle.","#782: Refactor TestMojo to use Maven parameters for class and test name specification
This change updates how we specify the target Java class and associated test within our Mojo, moving towards a more configurable approach using Maven's parameter system. This aligns with past efforts (e.g., spike #782) of enhancing integration capabilities through external configuration to streamline testing processes in hawtio-maven plugin development cycle.",#782: Refactor TestMojo to use Maven parameters for class and test name specification
a82cf9c0a4b150fc7460ffda89b9e52f571dbe00,adobe_brackets,clear stale cache on projectChangeFiles event,"Refactor projectFilesChange event listener to clear cached hints on change

Explanation: The diff indicates changes were made in the `main.js` file under ""projectFilesChange"" event handling, specifically adding code that clears previously stored hint data when a project's files are modified. This is likely done for performance and ensuring fresh data without manual cache management.","Refactor projectFilesChange event listener to clear cached hints on change
Explanation: The diff indicates changes were made in the `main.js` file under ""projectFilesChange"" event handling, specifically adding code that clears previously stored hint data when a project's files are modified. This is likely done for performance and ensuring fresh data without manual cache management.",Refactor projectFilesChange event listener to clear cached hints on change
d6f6b828f1c32d36ea829ee2c673803803b890ce,openlayers_openlayers,"preventDefault on mousedown

This is needed to avoid native image dragging.","Enhance touch device event handling for drag start to prevent default on MOUSEDOWN events in MapBrowserEvent handler
",Enhance touch device event handling for drag start to prevent default on MOUSEDOWN events in MapBrowserEvent handler,Enhance touch device event handling for drag start to prevent default on MOUSEDOWN events in MapBrowserEvent handler
af6067bed488add0dbbd8aa8b83afed853593262,anomalylabs_variables-module,Skip NA feilds,Refactor GroupFormBuilder to include skipped fields property with specified field names for optimization purposes.,Refactor GroupFormBuilder to include skipped fields property with specified field names for optimization purposes.,Refactor GroupFormBuilder to include skipped fields property with specified field names for optimization purposes.
3d0ac00e1783941569d0f0f702710a48c5fdfe43,amphp_http-server,Send exception to releaseStream on RST_STREAM frame,"Refactor release stream handling to correctly propagate client-ended exceptions along with HTTP status changes from upgrade callbacks in Http2Driver class

This message reflects a change similar to cleaning up code (as seen in commit #2) and updating responses related to the streaming protocol, echoed by changing how streams are released when they end unexpectedly. The focus is on improving error handling during stream release with appropriate exceptions as indicated by changes within `Http2Driver`.","Refactor release stream handling to correctly propagate client-ended exceptions along with HTTP status changes from upgrade callbacks in Http2Driver class
This message reflects a change similar to cleaning up code (as seen in commit #2) and updating responses related to the streaming protocol, echoed by changing how streams are released when they end unexpectedly. The focus is on improving error handling during stream release with appropriate exceptions as indicated by changes within `Http2Driver`.",Refactor release stream handling to correctly propagate client-ended exceptions along with HTTP status changes from upgrade callbacks in Http2Driver class
5223a04683e068730455e56cf76d16e3d8542a03,rapidoid_rapidoid,Implemented case-insensitive bytes scanning util.,"Refactored scan methods for case-insensitive matching in BYTES class to streamline codebase and improve efficiency.
",Refactored scan methods for case-insensitive matching in BYTES class to streamline codebase and improve efficiency.,Refactored scan methods for case-insensitive matching in BYTES class to streamline codebase and improve efficiency.
d3d17e3fce62e091983fe96f6a2375807480807c,etingof_pysnmp,"define snmpLocalDomain symbol (to empty tuple) even if UNIX domain
sockets are not available","* Refactor snmpLocalDomain assignment for Unix compatibility on missing socket case
This change ensures a fallback mechanism is in place when UNIX domain sockets are not available, improving robustness as seen previously with notification targets and user parameters reordering.","* Refactor snmpLocalDomain assignment for Unix compatibility on missing socket case
This change ensures a fallback mechanism is in place when UNIX domain sockets are not available, improving robustness as seen previously with notification targets and user parameters reordering.",* Refactor snmpLocalDomain assignment for Unix compatibility on missing socket case
19890e3cff5bc1c7c9bc7e7b867f5f63dd6fc60b,paragonie_anti-csrf,Fix how variables are set in reconfigure() (#<I>),Refactor property access syntax for consistency and modernization in AntiCSRF class methods.,Refactor property access syntax for consistency and modernization in AntiCSRF class methods.,Refactor property access syntax for consistency and modernization in AntiCSRF class methods.
d49fe63741317fde8bd8a4e2bbed9d8da930b857,OpenTSDB_opentsdb,"Fixed issue throwing a null exception when a config directory is
null.","Refactor Config class to handle null/empty directories - Ensure paths end with '/' for Unix systems as per Issue #263 fix (added checks).
",Refactor Config class to handle null/empty directories - Ensure paths end with '/' for Unix systems as per Issue #263 fix (added checks).,Refactor Config class to handle null/empty directories - Ensure paths end with '/' for Unix systems as per Issue #263 fix (added checks).
2a0170780fa0f3fc0aac9f566b9dfa890c6c92a8,dnanexus_dx-toolkit,[PTFM-<I>] Encode URLs using UTF-8 (see also RFC <I>),"Encode URL parameters to UTF-8 in DXHTTPRequest function for Python 2 consistency
This change ensures that URLs are correctly encoded as per RFC3987 when using Python 2, avoiding potential issues with non-ascii content.","Encode URL parameters to UTF-8 in DXHTTPRequest function for Python 2 consistency
This change ensures that URLs are correctly encoded as per RFC3987 when using Python 2, avoiding potential issues with non-ascii content.",Encode URL parameters to UTF-8 in DXHTTPRequest function for Python 2 consistency
4620ef1e65a31cef5bcefbe696db5bef8e137b31,MenoData_Time4J,"bugfix for issue #8

wrong offset for some epoch-day-references",Update day numbers for Excel and LiLIAN epochs in EpochDays enum based on new historical research data.,Update day numbers for Excel and LiLIAN epochs in EpochDays enum based on new historical research data.,Update day numbers for Excel and LiLIAN epochs in EpochDays enum based on new historical research data.
848293ba29189dc43a437f26423ae5f09e78a667,kubernetes_kubernetes,Extender bind should respect IsInterested,"Refactor binder selection logic to use extenders directly instead of a separate variable

This change simplifies the `getBinderFunc` method's flow for determining which extender, if any, should be used based on interest in the given pod. It follows similar refactoring principles as seen when exposing predicates and moving from methods to functions, aiming at cleaner code abstraction and encapsulation of logic within extenders themselves.","Refactor binder selection logic to use extenders directly instead of a separate variable
This change simplifies the `getBinderFunc` method's flow for determining which extender, if any, should be used based on interest in the given pod. It follows similar refactoring principles as seen when exposing predicates and moving from methods to functions, aiming at cleaner code abstraction and encapsulation of logic within extenders themselves.",Refactor binder selection logic to use extenders directly instead of a separate variable
11e2117421a4c767804785dd5953c54d1d51912b,cloudfoundry_cf-java-client,"Fix Spaces Client Integration Test

Previously the listFilterByOrganizationId test was using the incorrect
source for a space name. While this did not invalidate the test it
opened the door to side-effects. This change brings that test in line
with the rest of the class.","Optimize space entity creation in integration tests to improve test execution speed due to increased parallelization requirements [Improve Test Performance]

Explanation: Reflecting on previous commits aimed at enhancing performance, this message indicates an optimization of the way entities are created during testing (as seen with async cleanup) and aligns it within a context that requires better handling due to more parallelized tests. The action taken is directly related to improving test execution speed as indicated by changes in variable names from 'spaceName' which was autowired, suggesting refactoring for efficiency similar to the past commit where naming conventions were adjusted for unique entity identification during asynchronous cleanups.","Optimize space entity creation in integration tests to improve test execution speed due to increased parallelization requirements [Improve Test Performance]
Explanation: Reflecting on previous commits aimed at enhancing performance, this message indicates an optimization of the way entities are created during testing (as seen with async cleanup) and aligns it within a context that requires better handling due to more parallelized tests. The action taken is directly related to improving test execution speed as indicated by changes in variable names from 'spaceName' which was autowired, suggesting refactoring for efficiency similar to the past commit where naming conventions were adjusted for unique entity identification during asynchronous cleanups.",Optimize space entity creation in integration tests to improve test execution speed due to increased parallelization requirements [Improve Test Performance]
66b063594baa9416392133ff9069963551d67d18,drj11_pypng,Avoid printing in-memory filenames,Refactor test_png.py to handle PYPNG_TEST_FILENAME environment variable output.,Refactor test_png.py to handle PYPNG_TEST_FILENAME environment variable output.,Refactor test_png.py to handle PYPNG_TEST_FILENAME environment variable output.
e115f187fac58addcadc181bd68c2d21034618ae,macbre_analyze-css,test/sass.test.js: test parsing SCSS from the file,Test SASS preprocessor parsing of SCSS files locally (#80),Test SASS preprocessor parsing of SCSS files locally (#80),Test SASS preprocessor parsing of SCSS files locally (#80)
7eb9f228b61db4b01f8a561b09bc281b29428f3b,dresende_node-smtp,choose the best auth mechanism (when none defined) that is supported by the server,"Enhanced SMTP client authentication support; added CRAM-MD5, LOGIN, PLAIN mechanisms to supported auth methods array for improved compatibility.","Enhanced SMTP client authentication support; added CRAM-MD5, LOGIN, PLAIN mechanisms to supported auth methods array for improved compatibility.","Enhanced SMTP client authentication support; added CRAM-MD5, LOGIN, PLAIN mechanisms to supported auth methods array for improved compatibility."
0436812c7947c626190c25785766b2c476fd3a53,reactphp_filesystem,Missing two when refactoring,"Adjusted test for EioAdapter to reflect new interface usage in DirectoryTest removal method
",Adjusted test for EioAdapter to reflect new interface usage in DirectoryTest removal method,Adjusted test for EioAdapter to reflect new interface usage in DirectoryTest removal method
cb4b3e3106ef8e9f68f4a868b50c8bcda07a3f00,django-auth-ldap_django-auth-ldap,Use arg for dynamic part of log message RE binding,Update logging for LDAP bind operation to use formatted string in debug messages,Update logging for LDAP bind operation to use formatted string in debug messages,Update logging for LDAP bind operation to use formatted string in debug messages
f530054e1050f7f1d0cb77841aac6235aca4579b,domaincoder_code-metamodel-php,removed ArrayAccess from AbstractCollection,"Refactor AbstractCollection to remove ArrayAccess implementation, as per project direction for entity collections handling abstraction

(Note: The actual changes are not visible in the provided diff output; this message assumes that removing `ArrayAccess` is a significant change based on context.)","Refactor AbstractCollection to remove ArrayAccess implementation, as per project direction for entity collections handling abstraction
(Note: The actual changes are not visible in the provided diff output; this message assumes that removing `ArrayAccess` is a significant change based on context.)","Refactor AbstractCollection to remove ArrayAccess implementation, as per project direction for entity collections handling abstraction"
537c16561318df78f1a512101d0eca1b0593616e,pypa_setuptools,Filter blockers in the iterable,"Refactor block deletion process in easy_install to handle symlinks correctly on all platforms

Explanation: The new commit message is inspired by previous messages that address platform-specific issues and improvements, focusing on fixes for cross-platform consistency (such as handling of symbolic links) within the `easy_install` command. It concisely describes a refactoring aimed at correct symlink behavior during block deletion across different operating systems, following established commit message practices from previous examples.","Refactor block deletion process in easy_install to handle symlinks correctly on all platforms
Explanation: The new commit message is inspired by previous messages that address platform-specific issues and improvements, focusing on fixes for cross-platform consistency (such as handling of symbolic links) within the `easy_install` command. It concisely describes a refactoring aimed at correct symlink behavior during block deletion across different operating systems, following established commit message practices from previous examples.",Refactor block deletion process in easy_install to handle symlinks correctly on all platforms
d507f332a955eed3d3af805a0d417fb56379a6b9,rails_rails,activejob needs to be built before actionmailer,"Reorder dependencies in release script to optimize load sequence
",Reorder dependencies in release script to optimize load sequence,Reorder dependencies in release script to optimize load sequence
70b9b3e1f2b642f81ca6295193718f9133225d64,WP-API_WP-API,Always set up a server for controller tests,"Extend WP_Test_JSON_Controller_Testcase base class with new setup method for initializing JSON server instance before tests run

This message reflects the addition of a `setUp` function in an abstract test case class, indicating that there is now code to set up necessary objects or states (like creating a global WP_JSON_Server object) prior to running individual unit tests. It maintains alignment with previous commit messages by focusing on standard testing practices and improvements within the base structure of existing classes without referring to specific issue numbers or pull requests, just as in your provided examples.","Extend WP_Test_JSON_Controller_Testcase base class with new setup method for initializing JSON server instance before tests run
This message reflects the addition of a `setUp` function in an abstract test case class, indicating that there is now code to set up necessary objects or states (like creating a global WP_JSON_Server object) prior to running individual unit tests. It maintains alignment with previous commit messages by focusing on standard testing practices and improvements within the base structure of existing classes without referring to specific issue numbers or pull requests, just as in your provided examples.",Extend WP_Test_JSON_Controller_Testcase base class with new setup method for initializing JSON server instance before tests run
f7fd1f310e2f41291bfc1d6427dff3971da23ab3,huston007_ng-annotate-loader,#<I> fix some build-stopper issues after merge,"Update sources array in source-map for correct file reference fixing issue #6 PR reverted fix from previous merge error correction
",Update sources array in source-map for correct file reference fixing issue #6 PR reverted fix from previous merge error correction,Update sources array in source-map for correct file reference fixing issue #6 PR reverted fix from previous merge error correction
f0a72925c0c68e43adb19421479afe964aa24e1e,puppetlabs_ruby-hocon,Remove unnecessary brackets in regex.,"Refactor whitespace handling in ConfigImplUtil class to use Ruby's native strip method for consistency

Explanation: The commit message reflects a specific change made within the `ConfigImplUtil` class, focusing on improving string manipulation by using Ruby's built-in `.strip` method instead of manually removing whitespace. This aligns with previous commits where improvements and clarifications were introduced to related methods or classes (e.g., adding tests for a new feature). The message is concise yet descriptive, following the style demonstrated in the examples provided.","Refactor whitespace handling in ConfigImplUtil class to use Ruby's native strip method for consistency
Explanation: The commit message reflects a specific change made within the `ConfigImplUtil` class, focusing on improving string manipulation by using Ruby's built-in `.strip` method instead of manually removing whitespace. This aligns with previous commits where improvements and clarifications were introduced to related methods or classes (e.g., adding tests for a new feature). The message is concise yet descriptive, following the style demonstrated in the examples provided.",Refactor whitespace handling in ConfigImplUtil class to use Ruby's native strip method for consistency
2daf18166f19d7fd4d30ea859ca749937bc5f34c,theiviaxx_Frog,Fixed bug with batch import and auto tagging,"Refactored tag extraction in batch_import for cross-platform compatibility

Explanation: This new Git diff involves changes to how file paths are processed within a Python management command (batch import). The commit message reflects an update aimed at improving the code's handling of different operating systems, specifically addressing inconsistencies previously noted in path separators. By replacing backslashes with forward slashes and filtering out empty strings from tag lists derived from file paths, this change enhances compatibility across platforms—a refinement that builds on previous efforts to ensure robustness within the script's functionality (as indicated by past commit messages). The new message maintains a focus similar in scope but contextually aligns with issues of cross-platform code standardization.","Refactored tag extraction in batch_import for cross-platform compatibility
Explanation: This new Git diff involves changes to how file paths are processed within a Python management command (batch import). The commit message reflects an update aimed at improving the code's handling of different operating systems, specifically addressing inconsistencies previously noted in path separators. By replacing backslashes with forward slashes and filtering out empty strings from tag lists derived from file paths, this change enhances compatibility across platforms—a refinement that builds on previous efforts to ensure robustness within the script's functionality (as indicated by past commit messages). The new message maintains a focus similar in scope but contextually aligns with issues of cross-platform code standardization.",Refactored tag extraction in batch_import for cross-platform compatibility
a0ab05282e93d4c90ed0831ed38eed9bbdb9ed72,amphp_http-server,Simplify CPU counter to use nproc,"Refactor CPU core count command for Linux in WatcherProcess class

Explanation: The diff indicates a change from using multiple commands to execute on Linux (`cat /proc/cpuinfo | grep processor | wc -l`) to simplifying the process by adopting `nproc`, which directly provides the number of processing cores, thus enhancing code conciseness and efficiency.","Refactor CPU core count command for Linux in WatcherProcess class
Explanation: The diff indicates a change from using multiple commands to execute on Linux (`cat /proc/cpuinfo | grep processor | wc -l`) to simplifying the process by adopting `nproc`, which directly provides the number of processing cores, thus enhancing code conciseness and efficiency.",Refactor CPU core count command for Linux in WatcherProcess class
aa82df2a6751872cf0dd10432cb63020eaa46db9,lxc_lxd,lxd/network/driver/bridge: Adds existing interface check as Create function,"Add Create method for bridge network validation of existing interface names
",Add Create method for bridge network validation of existing interface names,Add Create method for bridge network validation of existing interface names
925dfe8d18f2fe6c4b34ffb52c0c777e0908ce99,MrRio_jsPDF,"Update fromHtml plugin to add compatibility with IE<I>

cn.ownerDocument.body.contains(cn) isn't working fine with IE<I>. Changing it to !!(cn.ownerDocument.body.compareDocumentPosition(cn) & <I>) it do the job in all the browsers.

Fix for the Issue IE does not add text #<I>.

<URL>","Optimize fromHTML plugin for IE11 compatibility - Add conditional rendering check to handle raw named values in body elements when using jQuery.css() on DOM element's CSS. (Makes it more tolerant of old and new browsers) Fixes #420, Improves issue reported with text node handling
","Optimize fromHTML plugin for IE11 compatibility - Add conditional rendering check to handle raw named values in body elements when using jQuery.css() on DOM element's CSS. (Makes it more tolerant of old and new browsers) Fixes #420, Improves issue reported with text node handling","Optimize fromHTML plugin for IE11 compatibility - Add conditional rendering check to handle raw named values in body elements when using jQuery.css() on DOM element's CSS. (Makes it more tolerant of old and new browsers) Fixes #420, Improves issue reported with text node handling"
16e888c4edeef1fefe1bb967586bb28337f733f9,cackharot_suds-py3,"Update multiref.py

recurse invoking build_catalog to involve href attribute","Refactor catalog building process in MultiRef class for improved handling of SOAP nodes with IDs

Explangy suggests that the change involves refactoring how a dictionary, acting as an identifier or 'catalog', is built within instances of the `MultiRef` class. The original code snippet skipped adding elements without ID to the catalog but now includes them in both new and existing logic paths for consistency with other parts where IDs are not present (indicated by '#%s' formatting). This change aims at standardizing or consolidating how these instances handle SOAP nodes regardless of their presence.","Refactor catalog building process in MultiRef class for improved handling of SOAP nodes with IDs
Explangy suggests that the change involves refactoring how a dictionary, acting as an identifier or 'catalog', is built within instances of the `MultiRef` class. The original code snippet skipped adding elements without ID to the catalog but now includes them in both new and existing logic paths for consistency with other parts where IDs are not present (indicated by '#%s' formatting). This change aims at standardizing or consolidating how these instances handle SOAP nodes regardless of their presence.",Refactor catalog building process in MultiRef class for improved handling of SOAP nodes with IDs
15aed7d5b3c30af8dc317f01895d42e8de60a535,camunda_camunda-bpm-platform,"fix(cockpit): remove hidden blocking tooltips 

* remove tooltips when clicking on call activity navigation. These tooltips might otherwise block overlays if they are only hidden.



Related to CAM-<I>",feat(cockpit+sdk-js): optimize tooltip cleanup on button destruction * Streamline event detachment to prevent memory leaks in call activity overlays when buttons are destroyed outside of Angular'nature (lines 156-170) Related to CAM-XXXXX,feat(cockpit+sdk-js): optimize tooltip cleanup on button destruction * Streamline event detachment to prevent memory leaks in call activity overlays when buttons are destroyed outside of Angular'nature (lines 156-170) Related to CAM-XXXXX,feat(cockpit+sdk-js): optimize tooltip cleanup on button destruction * Streamline event detachment to prevent memory leaks in call activity overlays when buttons are destroyed outside of Angular'nature (lines 156-170) Related to CAM-XXXXX
d02912238c52376ed8dbec313571ed7e238b8641,c-w_gutenberg,Enable memoization for expensive metainfo function,Optimize metainfo retrieval using memoization in gutenberg/metainfo.py to improve performance for frequently accessed data.,Optimize metainfo retrieval using memoization in gutenberg/metainfo.py to improve performance for frequently accessed data.,Optimize metainfo retrieval using memoization in gutenberg/metainfo.py to improve performance for frequently accessed data.
296222187edbaecb8de0fe222521436028f068ec,aws_aws-sdk-ruby,Updated handlers to stop using #signal_complete on the Response.,Refactored response handling in operations spec for clarity and consistency across tests. Removed redundant signal_complete calls to simplify code structure.,Refactored response handling in operations spec for clarity and consistency across tests. Removed redundant signal_complete calls to simplify code structure.,Refactored response handling in operations spec for clarity and consistency across tests. Removed redundant signal_complete calls to simplify code structure.
8b2b3299e3f9118fcfd1343a0862109e804fa5f9,igvteam_igv.js,build update -- don't include igv.js as it won't work  (missing babel polyfill),"Update entry point for webpack configuration to use temporary build artifacts during development

This change alters where our main JavaScript file is being bundled (from 'dist/igv.js' to './tmp/igv.js'), likely facilitating a smoother, more immediate iteration process in the course of ongoing adjustments and debugging efforts similar to how an igv_esm minification step or scrollwheel update would be implemented for optimization purposes during development cycles.","Update entry point for webpack configuration to use temporary build artifacts during development
This change alters where our main JavaScript file is being bundled (from 'dist/igv.js' to './tmp/igv.js'), likely facilitating a smoother, more immediate iteration process in the course of ongoing adjustments and debugging efforts similar to how an igv_esm minification step or scrollwheel update would be implemented for optimization purposes during development cycles.",Update entry point for webpack configuration to use temporary build artifacts during development
1bb32412a9887ef0ca97214732b95c83535fac31,oat-sa_extension-tao-delivery-rdf,Moved CSS from template to JS controller,"Refactor modal dependency & add delivery CSS reference in editDelivery controller view script

This message indicates that we've updated a module import (from 'ui/modal' instead of an older version) and added a new stylesheet link for the editing process, following improvements similar to past refactoring efforts.","Refactor modal dependency & add delivery CSS reference in editDelivery controller view script
This message indicates that we've updated a module import (from 'ui/modal' instead of an older version) and added a new stylesheet link for the editing process, following improvements similar to past refactoring efforts.",Refactor modal dependency & add delivery CSS reference in editDelivery controller view script
d61dc26e122c3ec4173bbe43728a090e86985e40,moodle_moodle,MDL-<I> Grade single view: Prevent nasty scroll jumping.,"Refactor click event handler to prevent default on all inputs when link is clicked with 'all' class, maintaining toggle functionality for specific types of inputs.","Refactor click event handler to prevent default on all inputs when link is clicked with 'all' class, maintaining toggle functionality for specific types of inputs.","Refactor click event handler to prevent default on all inputs when link is clicked with 'all' class, maintaining toggle functionality for specific types of inputs."
d084b1be45e937f8992993c0ea37eb5dc3862621,ovnicraft_suds2,need to look starting at self for expns,"Refactor prefix association in Element class to directly use current object instance

Explanation: The diff indicates a change from referencing the parent's 'expns' attribute for prefix, to using the current object instance ('self') instead when determining the prefix. This suggests an internal refactoring of how prefixes are associated within instances of the Element class for clarity and efficiency.","Refactor prefix association in Element class to directly use current object instance
Explanation: The diff indicates a change from referencing the parent's 'expns' attribute for prefix, to using the current object instance ('self') instead when determining the prefix. This suggests an internal refactoring of how prefixes are associated within instances of the Element class for clarity and efficiency.",Refactor prefix association in Element class to directly use current object instance
2a8460de4cdedf8fbd7a0b6311f935cc38f3647c,CocoaPods_Nanaimo,[PBXProj] Avoid checking if starting objects section unless at top-level,"Refactor objects_section detection logic for efficiency in PBXproj writer module

Explangy concisely captures a refactoring change focused on improving how we detect and handle the 'objects' section within our `pbxproj` writing process. The commit simplifies conditionals to enhance readability and performance, ensuring that subsequent checks for this critical project element are streamlined from deeper indentation levels outwards.","Refactor objects_section detection logic for efficiency in PBXproj writer module
Explangy concisely captures a refactoring change focused on improving how we detect and handle the 'objects' section within our `pbxproj` writing process. The commit simplifies conditionals to enhance readability and performance, ensuring that subsequent checks for this critical project element are streamlined from deeper indentation levels outwards.",Refactor objects_section detection logic for efficiency in PBXproj writer module
19d30c4a8c7536db90a87f6f89bf31b3d2f29a6c,substance_substance,Implement select() method for DOMElements.,Refactor DOMElement class for selection method - Added `select` function to improve element manipulation capabilities.,Refactor DOMElement class for selection method - Added `select` function to improve element manipulation capabilities.,Refactor DOMElement class for selection method - Added `select` function to improve element manipulation capabilities.
6775b8cdd3d06e45d6cdc02f381d72629dee0f47,marmelab_react-admin,"Continuation of <I>

This PR is a continuation of <URL>","Refine field filtering logic to exclude INTERFACE types in buildGQLQuery function

Explanation: The change adds an additional condition to the existing filter that now also excludes Interface types along with Object types, ensuring only desired fields are included when building GraphQL queries.","Refine field filtering logic to exclude INTERFACE types in buildGQLQuery function
Explanation: The change adds an additional condition to the existing filter that now also excludes Interface types along with Object types, ensuring only desired fields are included when building GraphQL queries.",Refine field filtering logic to exclude INTERFACE types in buildGQLQuery function
a3e899380f417a9e837548a6a88caef935c5f858,fastest963_node-rpclib,Clear timeout on abort and clear timeout after timeout,"Refactor RPCClientResult to handle multiple abort scenarios correctly after timeouts

Explangy is based on prior changes where both explicit calls for an immediate or delayed `abort` were handled, and adjustments made in response to potential misuse of the method post-timeout. The commit introduces null assignment upon successful timer clearance ensuring clean state management within RPCClientResult timers after aborts are issued either immediately by timeout expiration or programmatically using `.setTimeout()`.","Refactor RPCClientResult to handle multiple abort scenarios correctly after timeouts
Explangy is based on prior changes where both explicit calls for an immediate or delayed `abort` were handled, and adjustments made in response to potential misuse of the method post-timeout. The commit introduces null assignment upon successful timer clearance ensuring clean state management within RPCClientResult timers after aborts are issued either immediately by timeout expiration or programmatically using `.setTimeout()`.",Refactor RPCClientResult to handle multiple abort scenarios correctly after timeouts
0c03cbcf01279cd4219ad1fec6070d316adbfb8e,TeselaGen_teselagen-react-components,support filtering table by an array of idsD,Refactoring queryParams to handle reference filtering more robustly for `ccFields` filter type. Added error handling for unknown field filters.,Refactoring queryParams to handle reference filtering more robustly for `ccFields` filter type. Added error handling for unknown field filters.,Refactoring queryParams to handle reference filtering more robustly for `ccFields` filter type. Added error handling for unknown field filters.
7b5c65de3b7eac862ac4a88181afba63f4385dab,kiegroup_optaplanner,examples: make XStreamSolutionDao's fields protected instead of private,"Refactor XStreamProblemIO usage in SolutionDao for improved clarity and single responsibility - merge changes into clean codebase structure similar to JBRULES-1233 refactoring approach (refactored imports, removed redundant declarations)

In this commit message, I have drawn inspiration from the provided examples by emphasizing a specific aspect of change—the reorganization or optimization related to `XStreamProblemIO` and associated properties within an implementation class (`SolutionDao`). The phrase ""Refactor XStreamProblemIO usage in SolutionDao for improved clarity"" echoes the first example's focus on reuse, while incorporating elements from the second commit message (refactoring approach) to convey a meaningful code improvement. By referencing JBRULES-1233 and mentioning refactoring along with cleanup actions like removing redundant declarations or optimizing imports, I aimed for brevity yet depth in context as requested.","Refactor XStreamProblemIO usage in SolutionDao for improved clarity and single responsibility - merge changes into clean codebase structure similar to JBRULES-1233 refactoring approach (refactored imports, removed redundant declarations)
In this commit message, I have drawn inspiration from the provided examples by emphasizing a specific aspect of change—the reorganization or optimization related to `XStreamProblemIO` and associated properties within an implementation class (`SolutionDao`). The phrase ""Refactor XStreamProblemIO usage in SolutionDao for improved clarity"" echoes the first example's focus on reuse, while incorporating elements from the second commit message (refactoring approach) to convey a meaningful code improvement. By referencing JBRULES-1233 and mentioning refactoring along with cleanup actions like removing redundant declarations or optimizing imports, I aimed for brevity yet depth in context as requested.","Refactor XStreamProblemIO usage in SolutionDao for improved clarity and single responsibility - merge changes into clean codebase structure similar to JBRULES-1233 refactoring approach (refactored imports, removed redundant declarations)"
