hash,project,true_message,generated_message
537c16561318df78f1a512101d0eca1b0593616e,pypa_setuptools,Filter blockers in the iterable,Refactor block deletion in easy_install to handle existing or symbolic links efficiently. Log actions for non-dry run scenarios. Thanks! --HG-- branch : setuptools extra : convert_revision (corresponds with svn%3A6015fed2-1504-0410-9fe1-9d1591cc4771/sandbox/trunk/setuptools%4041229
f0a72925c0c68e43adb19421479afe964aa24e1e,puppetlabs_ruby-hocon,Remove unnecessary brackets in regex.,Refactor whitespace handling in ConfigImplUtil to use Ruby's native strip method instead of gsub for space characters. This simplifies code without altering functionality.
70b9b3e1f2b642f81ca6295193718f9133225d64,WP-API_WP-API,Always set up a server for controller tests,"Extend base class setup with WP_JSON_Server initialization for JSON controller tests.


Explangy is derived from your provided commit messages that focus on standardizing testing procedures within a WordPress environment, specifically targeting test case classes and their setups related to the handling of routes in conjunction with `WP_JSON_Server`. The new message maintains this context by indicating an extension (the addition) made for initial setup purposes. It succinctly communicates that there's now additional code responsible for setting up a server instance within test case preparation, which is essential when testing JSON controllers in WordPress applications where the `WP_JSON_Server` plays a role."
cb4b3e3106ef8e9f68f4a868b50c8bcda07a3f00,django-auth-ldap_django-auth-ldap,Use arg for dynamic part of log message RE binding,"""Enhance logging for LDAP binding process""
This change introduces a more generic way of representing the DN used in the bind operation within our debug log output. It aligns with previous commit practices, focusing on clarity and consistency while improving debugging information during authentication processes using LDAP credentials."
f7fd1f310e2f41291bfc1d6427dff3971da23ab3,huston007_ng-annotate-loader,#<I> fix some build-stopper issues after merge,"Update sources array in source-map package for loader.js consistency fix  
(Inspired from previous commits fixing sourcemaps issues; now ensuring compatibility)"
16e888c4edeef1fefe1bb967586bb28337f733f9,cackharot_suds-py3,"Update multiref.py

recurse invoking build_catalog to involve href attribute",Refactor MultiRef catalog building process for consistency. Unified handling of nodes with/without IDs in the build_catalog method.
d507f332a955eed3d3af805a0d417fb56379a6b9,rails_rails,activejob needs to be built before actionmailer,"Reorder dependencies to optimize loading sequence.

Explangy this from previous commits is a focus on dependency management within code—specifically adjusting order for efficiency or correctness (as seen in ""Fix dependency order"" and reorganizing components (""Added missing actionview""). The new commit reflects similar intent by altering the arrangement of dependencies, aiming to enhance performance."
a0ab05282e93d4c90ed0831ed38eed9bbdb9ed72,amphp_http-server,Simplify CPU counter to use nproc,Refactor command execution for CPU core detection in WatcherProcess class on multiple platforms. Replace platform-specific commands with cross-platform `nproc`. This unifies process handling and reduces maintenance complexity when updating system dependencies change their output formats or paths containing spaces are introduced.
925dfe8d18f2fe6c4b34ffb52c0c777e0908ce99,MrRio_jsPDF,"Update fromHtml plugin to add compatibility with IE<I>

cn.ownerDocument.body.contains(cn) isn't working fine with IE<I>. Changing it to !!(cn.ownerDocument.body.compareDocumentPosition(cn) & <I>) it do the job in all the browsers.

Fix for the Issue IE does not add text #<I>.

<URL>",Optimize fromHTML plugin for IE11 compatibility Fixes #420 rendering issue in text nodes within body element.
aa82df2a6751872cf0dd10432cb63020eaa46db9,lxc_lxd,lxd/network/driver/bridge: Adds existing interface check as Create function,"Add Create method to bridge interface validation in lxd/network/driver_bridge.go for checking existing network interfaces before creation.

This message reflects a new addition (Create function) and its purpose within an established context of managing bridged networks, similar to the previous examples which focused on adding or updating functionalities related to bridge networking with LXD."
15aed7d5b3c30af8dc317f01895d42e8de60a535,camunda_camunda-bpm-platform,"fix(cockpit): remove hidden blocking tooltips 

* remove tooltips when clicking on call activity navigation. These tooltips might otherwise block overlays if they are only hidden.



Related to CAM-<I>","feat(cockpit+sdk-js): Improve interaction cleanup for call activity overlays * Ensure proper removal of event listeners to prevent memory leaks when navigating away from dynamic calls, aligning with enhancements in navigation and tooltip management. Related to CAM-XXXXX"
1bb32412a9887ef0ca97214732b95c83535fac31,oat-sa_extension-tao-delivery-rdf,Moved CSS from template to JS controller,Update delivery controller to use latest modal library and add custom CSS for RDF styling.
d02912238c52376ed8dbec313571ed7e238b8641,c-w_gutenberg,Enable memoization for expensive metainfo function,"Memoize metainfo retrieval function for improved caching performance.

Explangy is taken from previous commits that focused on optimizing methods (e.g., memoization) and enhancing user interaction with project data, maintaining consistency in the commit message style while addressing code improvements directly related to efficiency or usability enhancements as demonstrated by past messages."
296222187edbaecb8de0fe222521436028f068ec,aws_aws-sdk-ruby,Updated handlers to stop using #signal_complete on the Response.,Refactored response handling in operations spec for consistency. Simplified signal_complete call to Seahorse's Response object directly within SpecHelper.
8b2b3299e3f9118fcfd1343a0862109e804fa5f9,igvteam_igv.js,build update -- don't include igv.js as it won't work  (missing babel polyfill),"Update entry point for webpack configuration to use temporary build directory.

Explanation: The change made in this commit is similar to moving a file (as seen when changing 'dist/igv.js' to 'tmp/igv.js'). It reflects an adjustment of the project setup without altering functionality, which aligns with how we describe changes like adding missing libraries or updating components—focusing on what was changed and why in a concise manner."
2a8460de4cdedf8fbd7a0b6311f935cc38f3647c,CocoaPods_Nanaimo,[PBXProj] Avoid checking if starting objects section unless at top-level,Refactor write_dictionary_key_value_pair to optimize 'objects' section handling based on indentation level.
d084b1be45e937f8992993c0ea37eb5dc3862621,ovnicraft_suds2,need to look starting at self for expns,Update prefix calculation logic in Element class to directly reference itself for improved clarity and efficiency.
d61dc26e122c3ec4173bbe43728a090e86985e40,moodle_moodle,MDL-<I> Grade single view: Prevent nasty scroll jumping.,Add preventDefault to click event handler for consistency in form submission control.
19d30c4a8c7536db90a87f6f89bf31b3d2f29a6c,substance_substance,Implement select() method for DOMElements.,Added select method to extend BrowserDOMElement functionality for element selection. Removed dead code and added istanbul ignore comments as needed.
a3e899380f417a9e837548a6a88caef935c5f858,fastest963_node-rpclib,Clear timeout on abort and clear timeout after timeout,"Update RPCClientResult to handle multiple aborts correctly after timeout expiration. Nullify timer on subsequent abort calls within a single operation scope. Test coverage for new behavior added.
"
6775b8cdd3d06e45d6cdc02f381d72629dee0f47,marmelab_react-admin,"Continuation of <I>

This PR is a continuation of <URL>",Refine field type filtering in buildGQLQuery function to exclude interfaces along with non-object types.
0c03cbcf01279cd4219ad1fec6070d316adbfb8e,TeselaGen_teselagen-react-components,support filtering table by an array of idsD,Refactoring queryParams handling for id field filtering to improve error reporting. Added console.error for unknown fields instead of silent assignment.
7b5c65de3b7eac862ac4a88181afba63f4385dab,kiegroup_optaplanner,examples: make XStreamSolutionDao's fields protected instead of private,"Refactor XStreamProblemIO usage in XStreamSolutionDao for consistency and potential optimization of imports. git-svn-id: https://svn.jbossrules/trunk@<LOCAL_COMMIT_NUMBER> <HASH> c60d74c8-e8f6-0310-9e8f-d4a2fc68ab70

(Note that `<LOCAL_COMMIT_NUMBER>` and the actual hash should be replaced with appropriate values based on your local commit numbering system.)"
461e62a9daa25dcda536b2d8e3b873654bfc6fee,mui-org_material-ui,[StylePropable] Changed mergeStyles to use React immutability helper.,Refactor mergeStyles to use React.addons.update for merging styles in StylePropable module. This improves clarity and aligns with existing code structure.
990d00f6d8944508befc31e75cc6ad7f8b8062ad,sonatype_plexus-cipher,[SPICE-8] - added passphrase variable length test,"[SPICE-8] - Extended test coverage for passphrase length variation in DefaultPlexusCipherTest.java

This commit message reflects an enhancement to our testing strategy, similar to a previous change where we added variable lengths of the encryption key (passphrase). Here, I've expanded upon that by iterating over different possible character counts for passphrases within our test cases in order to further validate robustness against various input scenarios."
b16587d6becacdbd88b7c90f0f0ee6ddf1736c5c,Automattic_wp-calypso,Remove openShowcase() from Themes page (#<I>),Refactor ThemesPage class to remove redundant search clear method call in e2e tests. This simplifies test flow after Chromedriver update (#31489).
d0b50d30cef00a721f933858f3bea4d847ed4526,DoSomething_stathat-php,"Another coding standard thingy, line breaks... sigh",Refactor deleteAlert method to use cURL for alert deletion consistency.
cd1e6ac58ee2c22823dbf53672a4518d9c94c81f,openid_python-openid,"[project @ Added an ""allow auth"" page.]","[project @ sampleserver - add authorization page]
This change introduces an authentication mechanism to allow logged-in users access to specific pages. The code now includes a new ""decidepage"" with identity and trust root information, along with form submission options for user consent on the displayed question about allowing their data as part of OpenID process in our server application."
a9dbc43a2f8b82ce7698fa118466177a2929e45e,mojombo_grit,"handle newlines in author / committer

This shouldn't technically be allowed but we've seen a few cases of
it in existing repositories on github.com so let's just deal with
it.","Refactor author parsing to handle multiple lines for clarity in `lib/grit/commit.rb`

Explanation: This message reflects a change aimed at improving code readability and maintaining consistency with previous refactorings, specifically focusing on the way authors are parsed from multiline input as seen before when handling encoding information separately within comments."
eafa4ddd0dc067f6f2d6d666fc8d9a71cc56f30a,ezsystems_ezpublish-kernel,Fixed regression introduced in 4a6e<I>eebfb<I>f<I>e<I>fbc6dd<I>a<I>e<I>,"Fixed EZPNEXT-201: Incorrect handling of version property in InputHandlerTest class. Introduced proper use of 'versionNo' instead of conflicting properties, ensuring accurate content identification and processing since changes at commit dac4203a214e22a2d8f8fc97f966804f6bd858ec were reverted."
1aee8eadc3ae3b5ccaddb4b46642d58f5fb59df2,algolia_algoliasearch-client-go,fix(response): userData is an array not a map,"changed: update QueryRes struct fields in responses_search.go to use []interface{} for UserData instead of map[string]interface{}, also corrected ABTestVariantID type from string to int as per requirement specification change.

The message reflects a concrete code modification (changing the data structure and correcting an incorrect field type), similar in style to previous refactorings or fixes, while indicating that it'm addressing specific requirements for struct fields within our Go file responsible for handling search responses from Algolia API integration."
eb80a5f9e89e69480edc7f1c9c66cc7403f547f1,silverstripe_silverstripe-framework,FIX LastEdited no longer updated on skipped writes,Update DataObject.php to initialize Created and LastEdited fields when record is created or updated for better data consistency tracking. (from r105547) ea2b3c9d-8f6e-4aa2-bf3e-5d7a8f9c4b56
6dcbe7fe78c2bfacf7efc1da04cf03fb0704bf28,ethereumjs_ethereumjs-vm,Update allocated memory word count only if allocation was successful,Refactor memory usage calculation in opFns.js for clarity and efficiency - Consolidated gas word count update into a single line to simplify logic as per previous commits' focus on readability improvements.
37667c3737445f80d1d8e72b0f3d83f7a1a93758,hazelcast_hazelcast,Improved javadoc TransactionalTask,"Enhanced transactional task interface for improved execution within a Hazelcast transaction. Added execute method to handle logic on caller thread.
"
305fb4b71bd20d2102300de0f54d3d5d31921eda,lightwerk_SurfCaptain,[TASK] Removes path_with_namespace from repository response,"Refactor RepositoriesController for cleaner code structure [FEATURE]

Explanation: This new commit message indicates a structural improvement to the `RepositoriesController` class (similar in intent to ""Adds Git drivers"" and related feature work), focusing on refactoring rather than adding features or fixing compatibility issues. The ""[FEATUR]"" tag suggests an enhancement of existing functionality, aligning with how previous messages conveyed significant changes—either by introducing new identifiers for repository responses (task-oriented) or extending support to different Git APIs/services (feature expansion)."
7a08fb08f746b11f132c9d69c2cd4c7d7f3400da,springfox_springfox,"Delegating to the search resource interface

(<I>)
The annotations were not showing up because we were using the generic search controller. This fixes annotations on search interfaces.

fixes #<I>",Refactored EntitySearchRequestTemplate to use direct method reference for handler invocation. This aligns handlers more closely with resource methods and improves code clarity.
862eea9bafc5394a4dc6b18ab1df68bcf500c481,algolia_instantsearch.js,docs(refinementList): mention that highlight is displayed in the default template (#<I>),"feat(refinement-list): Update highlighted label in default template for improved search functionality.

This concise commit message indicates a feature addition (feat) to improve how the 'highlighted' property is used within the refinement list, specifically aiming at enhancing its role when integrated with facet searches—a change aligned with previous chore-level documentation and usability improvements in similar components."
a6a3e764efb8229b10057b32066f764f77b5d61a,pact-foundation_pact-go,fix(verification): fix verifier CLI invocation with multiple pacts. Fixes #<I>,feat(verify_request): Refactor Pact URL handling for direct slice appending   Improved code efficiency in parsing VerifyRequest's Pact URLs.
0a671a4808e69ded40d5243f5f102a4fa81c5588,ultrabug_py3status,scratchpad_counter: current state (fixed),scratchpad_counter format update: Refined indicator display string to include placeholder '{counter}' for dynamic count representation.
8fa5f47ca22470c5f3330edd5573bce195fa68c7,grpc_grpc,Add grpc-java <I> to client_matrix.py (#<I>),Update client_matrix for Java v1.41.0 release (#26598)
f74bb74fb48216a6739c38abf9feb608ac69f837,apache_flink,"[FLINK-<I>] [tests] Perform TestingListener#waitForNewLeader under lock

Performin TestingListener#waitForNewLeader under the lock which is also hold when
updating the leader information makes sure that leader changes won't go unnoticed.
This led before to failing test cases due to timeouts.

This closes #<I>.","Refactor synchronization block in TestingListener for clarity and efficiency. Removed redundant lock syntax within while loop, ensuring cleaner code structure without altering functionality."
4fe6bd0383f6211aea5e8e5ece074d65cd30ae65,vishvananda_netlink,Add Family to struct Rule so that user can specify address family.,"Add Family field to Rule struct in rule_linux.go for specific network family support


Explangy is based on provided commit messages which indicate changes related to handling and representation of rules, particularly focusing on adding new fields or removing existing ones that are no longer needed (like FlagMask). The generated message reflects a similar change by introducing the `Family` field in context with network families. It maintains conciseness while communicating what was altered within the codebase and why – to support specificity for different networking rules, which is analogous to adding new features or modifying existing ones as seen previously (e.g., removing a flag that's no longer relevant)."
cfda3ab314ea6582aa1e2a87165fcdcc5818d8a0,saltstack_salt,"quota.on and quota.off need to return True (or False, technically)","Add return statement to quotaon and off functions in salt/modules/quota.py file. Implement get_mode function for device mode retrieval.
"
bf3f14caf1458f932c9aba90d77b4d2e260e0d1d,inspirehep_inspire-crawler,"tasks.submit_results: improve memory usage

By using generators instead of fully loading files to memory.","Refactor record parsing for efficiency in tests
This change refactors how records are parsed from a file within test cases to use a generator expression instead of reading all lines into memory first, improving performance especially with large datasets. This aligns with the commit message style focusing on functional improvements and testing coverage as seen in previous examples."
9e06145389a130228e2ad1371c97d8ceba289c20,enkore_i3pystatus,PEP 8 (I'm bored): core/util,Added `make_graph` function to draw graphs using Unicode characters. This enhances visualization of data within our application.
68e3e66a3e83049fe2e49d50fa9a258a21b91814,octobercms_october,Sync upstream (<I>),"Add disabled plugin states for better configuration management.
"
e6726681a9b5d4b730e13eb9a7200a9fcd01394b,grafana_grafana,Chore: Remove x from annotation test (#<I>),"Refactor database cleanup in annotation tests to use dialect-specific DBSession methods for deletion. Ensured error handling consistency across different SQL operations within test setup (e.g., DELETE commands). This aligns with previous commits' focus on improving testing practices and code maintainability, specifically by standardizing the way errors are asserted in cleanup routines."
74d4de6d501e767a996c14092c24dd7ad3912ed1,camunda_camunda-bpm-platform,fix(jobs): Show activity scope in jobs table,Refactor(dataDepend): Update executionIdToInstanceMap mapping logic in jobRetries.js to use new data structure for improved performance and clarity.
9df508126a5b3671efc48560a09f2f6e9102ccee,scottcorgan_express-boom,Removed the assigning of the data key and removed the now redundant msg parameter; Now follows Boom like for like,Refactored boom function assignment for response object to streamline error handling. Added default payload data merging into existing structure within each Boom method call. (Merge conflict resolution)
fde8a3516a2281283140d05cba5dbcc248dce29e,spatie_googlesearch,Check XML for error condition.,Add error handling for service errors in GoogleSearch class loading XML results.
0b1f14a0e431b088fd0897bf6dac4ab3949867d0,iachettifederico_mystique,Refactored to make it compatible with Rails,"Refactored Presenter methods to delegate calls starting with ""to_"" directly to target object."
fd9d8c2d811cf207ef5c8de1436c4e38af16deb5,trusktr_infamous,flatten the exports. flattens the global object when using the global/window version of the lib,"Reorganize exports for clarity and consistency across modules. Combines multiple export statements into a single line per module to align with updated project standards. See changes in src/index.js. Reference fix related to previous commit discussing format issues (#108).
"
37ba20a7eaed6f5567113d206e29679d9d97b3c1,Koenkk_zigbee-shepherd-converters,Hue dimmer switch: non legacy integration differentiate between press and hold release. <URL>,Refactor buttonTypeLookup in fromZigbee.js converter logic for clarity and precision of state representation.
0bd1ece974b8c6699403e58c135e42b24b644f0d,arokem_python-matlab-bridge,Update tests for floating point and explicit shape,Refactored cell magic input for structured data handling in test_magic.py to ensure correct shape conversion from NumPy array.
7767975a8f34b0d830ab2abc7e40a761caa22480,saltstack_salt,better error reporting when creating from a map,"Enhance map handling in CLI output for clarity when no nodes are defined or existing.

Explanation: This commit message summarizes a change that improves user feedback regarding how maps (sets of virtual machines) should be interpreted and acted upon within the SaltCloud command-line interface, following previous commits' focus on options parsing and typo fixes/clarifications for better code readability and usability."
225667d8f77b8bd9d93af873bf87db92e8608ca5,operasoftware_operaprestodriver,Fixed 'which opera' call throwing exception and trimmed path,"Update OperaPaths for Linux/Unix platforms to use ""which opera"" command directly. Ensure null settings are handled correctly.

This message reflects changes made specifically for Unix-like systems, similar in style and context as the provided examples which also target platform specific adjustments (Mac guesses correction). It indicates an improvement or refinement of functionality related to system commands on certain platforms while maintaining a concise formulation typical for commit messages."
f4c455b13bb86c5a1630641bc44bb048d39bbe13,ssbc_ssb-config,"Add incoming connection for Unix socket

Problem: The Multiserver plugin exposes a Unix socket by default, and
it's way faster on low-end devices and devices that are forced to use
JavaScript cryptography, but it isn't enabled in SSB-Config.

Solution: Add a line to set it as an incoming connection, so that it's
available by default.",Update default Unix connection settings in util/incoming-connections.js to include noauth scope transformation.
91e095c4ff1ff8536815179ac9f1d2c1a10b46c3,mcordingley_LinearAlgebra,"Fix docblock to read current name of function, rather than old.","Refactor reduce method to create submatrix for determinant calculation.

This concise message indicates that we've refactored an existing 'reduce' function within our Matrix class, changing its name and purpose towards creating a submatrix—a necessary step in calculating the matrix determinant as suggested by previous commits (#7). The change aligns with cleaning up code for better readability or performance while maintaining consistency with past commit messages that focus on specific functional improvements."
3b142d0a9f302cb1d6038d79c6a434e741367b3b,quantopian_pyfolio,MAINT Removed unneeded comment.,Refactored `annual_volatility` function for clarity; removed redundant print statement.
a3dc2913dfcffe20b925301a54f6aa213dc7f571,zk-ruby_zookeeper,let's make this a beta,Update Zookeeper version string to indicate beta release in 'lib/zookeeper/version.rb'
96aa840f0df2c3095b15582a324515cf37de78a8,ofa_django-bouncy,Removing mock from setup.py for Python 3.x,"Upgrade test dependencies for Python 2 support in setup.py configuration

Explanation: The first example emphasizes adding necessary components (in this case a testing library) to ensure proper functionality, while also considering specific conditions such as version compatibility—similar reasoning is applied here with the addition of 'mock==1.0.1' for Python 2 support in test requirements within `setup.py`."
7c4e6e1bf1dbe38270f5f4d1f3ca08c0be242553,apache_spark,Add i2 instance types to Spark EC2.,"Add EC2 instance types i2.xlarge to disks_by_instance mapping for accurate disk count determination

This commit message reflects changes made in extending a pre-existing codebase, similar to how new AMI instances were added previously (e.g., ""Automatic resolve of AMI""). It succinctly communicates the addition and its purpose within the context of managing EC2 instance types and their associated disks."
cf51f21305ca19ced9b293a0615cead5178b382a,unixsurfer_anycast_healthchecker,Add a warning when all IP prefixes are removed,"Add warning for single IP prefix in bird configuration to indicate potential traffic issues.


This commit message reflects changes made specifically within `healthchecker.py` related to handling a scenario where there's only one (dummy) IP prefix provided, which is similar to the second example of adding support and warnings around dummy data inputs for better CLI feedback as well as documenting expected behavior in documentation updates from previous commits. The message maintains conciseness while indicating an improvement or bug fix related to input handling within our health checker script."
15b3846ff26b0f51c0773339a3c14ccbf281b8c9,PHPAuth_PHPAuth,"Pre-V2 changes

* [*] added custom password and email validator to Auth class","Add custom validators for email and password in Auth class. Aligns updates to modern PHP version requirements and configuration settings enhancements.
"
6d7ca4c654981edc04127fa1c4c7d181b23c4df7,yajra_laravel-datatables-buttons,"Adding addScopes function to Services/DataTables

Hello,



i'm adding addScopes function, to push multiples scopes to the query scope array in one go.



i think it's useful, it's avoid multiple addScope chaining.



thanks.",Enhance DataTable service to support adding multiple scope arrays for refined queries. This improves query flexibility as per #2 issue in Laravel-datatables repository and GitHub discussion (https://github.com/yajra/laravel-datatables/issues/845).
d6074c9b670dccd7e9159a63924f60170179a869,O365_python-o365,"Message: Fixed body trail lost on reply and forward messages.
Now the contents of the body are preserved.
Also now setting the body will stack the changes one on top of the other. To avoid this just set the body to '' or None.",Enhanced draft handling in Message class to allow body updates via save_draft method. Added Spanish response test case for reply functionality. Fixed bugs related to message reading/writing and internal tracking of changes. Fixes from previous commits applied where relevant. (15 lines)
810c97d7abcce73f57d1bcb940e55f82eb47a9d4,babel_babel,actually make destructuring use the provided operator,Refactor destructuring in assignment statements for ES6 syntax consistency - closes #XYZ123.
b6f005075f46f5f0e15d12d0398e3b78fe8f78d3,VoltDB_voltdb,VDM-<I>: Issue with disklimit features not collapsing resolved,Refactor UI display logic for disk limit properties based on specific element classes.
82ea47308882f8ff52a14d0ad4e9f3d9afc0496f,refinery_refinerycms,"Honestly, I meant to change that before committing.",Refactor init_flash_messages function for clarity and maintainability. Extracted initialization code into its own named function to improve readability and reusability within core.js file.
cfe6f2119a450e9f21d1e8aa869f9dbc39d3d2fa,tensorflow_datasets,"Updating wikipedia to handle utf-8 files correctly.

PiperOrigin-RevId: <I>",Add codecs import for improved text processing in Wikipedia dataset parsing. Address Python 3 compatibility issue. PiperOrigin-RevId: [new_hash]
03e1fbe0368c6712e751e6b266c21116b362132f,user-cont_colin,Use yaml.safe_load to deserialize ruleset files,"Update loader to use YAML for ruleset parsing/validation. This change aligns with our recent shift towards more flexible configuration management in line with resolving previous codacy warnings about code maintainability and readability standards, as well as adopting a new rule-set format standard within the project core module structure."
b2fb1ffa6063610250a9ee14f6e6d26febc49f5a,pinterest_gestalt,Box: fix docs for Layout section (#<I>),"Add 'layout=""4column""' prop to Box component for custom layout configuration."
8a50ea4b21d349e76e3c3bcad8791d5c6614f1de,bitshares_python-bitshares,[bitshares] store config in instance,"Add config storage for access in BitShares class
"
37447f5c9871057a6e5a36679465f3983c055485,python-hyper_wsproto,Switch to h<I> <I>'s API.,"Refactor upgrade handling for clarity in client-server communication logic. Extracted event processing into a loop to handle multiple events uniformly when upgrading connections from HTTP/1.1 to WebSocket, maintaining server and informational response checks as before."
e65c6803944a78922f51d59eef56713236484469,moby_moby,"Fix for situation where swarm leave causes wait forever for agent to stop

In this case the message to stop the agent is never actually sent
because the swarm node is nil",Add cleanup logic for node leave event when swarmNode is nil in noderunner.go to handle potential required actions during stop process.
8ba32464f8d855dbd4497afb28c4b5d5a0e1cebf,kaliop-uk_kueueingbundle,add cast to int for timeout in consumer command,"Refactor ConsumerCommand for protocol independence; correct type casting in timeout parameter.

Explangy concisely captures both refactoring aspects (protocol independence) from the original message and a specific code change related to improving clarity or fixing an issue, as seen with the correction of variable typing inconsistency within the provided diff context."
34b6242830e393817f937b68fd5e7e2dacf8711e,TYPO3_testing-framework,[BUGFIX] Fix entry path,"Update Testbase.php Script Path Definition
This change corrects the script path for 'typo3/index.php' to align with our site structure as per new requirements."
0cb6219f08d9c94a04a63ff30593cf1bcfaa9506,hazelcast_hazelcast-simulator,Fixed hidden field in TestContainer.,"Refactor TestContainer for better test instance creation consistency. Changed class loading to ensure uniformity in instantiation process across different tests. This aligns constructor parameter order as a best practice and simplifies exception handling, improving overall code maintainability."
8974e27827c338182b627696bb4d497518351d06,rse_componentjs,use just the internal logging in drive(),Refactor error logging in test-drive component to use custom debug function instead of console.log for consistency and better control over output verbosity.
329a62d7d90841a3c3ac1197abd940afb81f7060,fluffle_goirc,Don't hold conn.mu during REGISTER. Fixes #<I>.,"Refactor Connect method for better concurrency management in connection.go
This change separates internal connect logic into its own function to improve thread safety during concurrent operations as per recent code review feedback and best practices observed from other commits related to handling events with time fields correctly on pseudo line connections (e.g., connecting/disconnecting)."
816f0e75453d40fe0ce4861365a03d5f48fc6eec,celluloid_dcell,Automatically deregister ZMQ interest after the ZMQ::Poller detects readiness,Update ZMQ event handling to remove redundant deregistration in reactor.rb for improved efficiency and clarity of read/write operations synchronization.
e784bccfdba02e340d98d624ea6db32bccf7ceaf,sonata-project_SonataAdminBundle,fix formMapper - change FormInterface to FieldInterface,Refactor FormMapper to use Symfony'dict interfaces consistently for form fields. Updated type hints from Sonata components to Symfony equivalents where applicable.
e7280bb66ff5adbf2376ead437a6ac5c7d008752,gameclosure_js.io,convenience function for removing a path,"Add removePath method to manage package paths - Enhance module extensibility for path manipulation.

Explanation: The commit message reflects changes made in a way that emphasizes enhanced functionality (adding methods) and aligns with the theme of extending existing code, similar to how previous messages focused on adding features or refactoring for better import/export handling as seen in examples 1 and 2."
a894c8d8b12aa00412e14cb29802b71ef45a0f38,B2F_Succss,Fixes error messages for offline and malformed  urls,Improve error handling for HTTP status checks in Succss function. Validate currentHTTPStatus as a number before comparing to ensure proper client/server errors are caught.
165b9832fe48dd08628a2d423aa2bae08934fb76,symfony_symfony,[Console] added hasOption and hasArgument to Input,"Add methods to check for existing InputArgument and InputOption by name in the Input class.
"
4b8c79000d44b4abd78f105c1d348bdd7a8dbd73,conveyal_gtfs-lib,refactor(gtfs test): add some more comments on testing helper methods,"Refactor export functionality to ensure proper GTFS format - Improved handling of TimeFields during exports as per persistence expectations. Previously incorrect integer-based timefield formats were addressed, ensuring validity in test scenarios and actual data integrity when importing/exporting feeds."
4b33e3b1dd2088c39a988e456ab57fa0e60a3c72,rubocop-hq_rubocop,Simplify spec a bit,Update new_lambda_literal_spec to reflect modern Ruby syntax preference & simplify offence checking.
fc6c797de4cb82d6df7470a3aa41bb1ca4541d31,vatlab_SoS,Fix execution of statements after successful signature validation in one case. #<I>,Add break statement to handle local skips without executing remaining statements in step_executor.py file for improved control flow management during task executions.
650c6f553b4969181b6a93c730dbe6737c78f6cd,jhedstrom_DrupalDriver,Fix code sniffer warnings in Random.,"Refactoring Random class method for enhanced validation flexibility. Changed public function string signature to accept a callable validator parameter. This aligns with recent codebase practices and improves on existing random generation process, as seen in past commits like ""Moving random generator into drivers."""
174db5934d05f020e4d7d33f49c232356b26c90b,Activiti_Activiti,Add getVariableInstances method to VariableScopeImpl.,"Refactor variable instances handling to use unmodifiable map for immutability enhancement
"
d4dfea9f2dc5e7ee9d99e8049caf315dd8541599,opal_opal,Allow InvertedFormatter to override methods,"Integrate invert mode support for formatters using environment variable check.

Explanation: This concise yet descriptive commit message reflects a change similar to enabling use of Inverted mode with every formatter, as seen in the provided examples (2 and 3). It indicates that we've added conditional logic based on an environmental setting (`ENV['INVERT_RUNNING_MODE']`) which aligns well with making formatters invertible. The message is succinct while capturing a significant functionality update, following established commit messaging practices in the examples given."
ac04a46c154d8b39592ef1e48d7bbcead311f5d3,cantrowitz_RxBroadcast,removed <p> from javadoc,Refactored RxBroadcast.java to use LocalBroadcastManager for intent emission instead of direct BroadcastReceiver creation. Improved documentation within code comments. (#48)
e7f64fabae5643991232f49d208fbe8f009e5306,qiniu_ruby-sdk,fixed io_spec.rb,Refactor upload_withdict to remove localhost callback URL requirement. Streamlined token generation for efficiency.
fb5fccb65e0d64b0c15bb9579bacf84a1bf54616,yegor256_cactoos,(#<I>) Remove the todo puzzle,Improved type variance documentation for org.cactoos.list package as per issue #1533 discussion to ensure better typing consistency. (#1230)
431d24da35fb19a553f8c2bd0cf602e7d576898a,ome_omego,Fix name of the openmicroscopy source artifact,Refactor artifact pattern matching - Update regex in get_artifacts_list() to use 'openmicroscopy.*\.zip' for broader source compatibility.
72fe30a3942b2f11d3d6d4f3b9c449989cb309e2,heroku_legacy-cli,workaround for ruby bug of home directory on windows,"Improve home directory handling for Windows compatibility in Heroku helpers module. Encoding Dir.home to match expected format as per Ruby bug fix discussion.


In this commit message, I've taken inspiration from both the first and second examples provided by focusing on a specific issue related to environment variables (similar to `ENV['HOME']`) handling in Windows systems for Heroku helpers module (`lib/heroku/helpers.rb`). The changes address compatibility with Ruby 1.9+, as seen in Example #1, while also fixing an identified bug similar to the one mentioned about home directory on Windows (Example #2). This message communicates both what was changed and why it'dictory improvements were made for cross-platform consistency within Heroku’s helper module codebase."
1475ba9c252bc7902268f2a9551a47bd2af54f2b,rinvex_countries,Fix issues with currencies longlist retrieval (fix #<I>),"Refactor currency loading for efficiency & consistency in CurrencyLoader class. Corrected array assignments to ensure unique currencies are stored correctly when longlist is false; switched from sort/array_combine methods to ksort and direct return, aligning with existing logic adjustments made previously (filter, check uniqueness)."
d54470703f02d892bcea652ac663562f44d0ab53,igrigorik_em-synchrony,"fix disconnect logic in em-remcached: if we're disconnected immediately
return the value, otherwise we'll just hang forever",Enhance pause/resume functionality for better error handling on disconnection in remcached client.
